,score
45737,0.21
45738,0.21
45739,0.21
45740,0.21
45741,0.33
45742,0.33
45743,0.33
45744,0.21
45745,0.33
45746,0.33
45747,0.21
45748,0.21
45749,0.21
45750,0.33
45751,0.33
45752,0.21
45753,0.21
45754,0.33
45755,0.21
45756,0.33
45757,0.33
45758,0.21
45759,0.33
45760,0.33
45761,0.33
45762,0.33
45763,0.21
45764,0.21
45765,0.33
45766,0.21
45767,0.33
45768,0.21
45769,0.21
45770,0.33
45771,1.0
45772,0.21
45773,0.33
45774,0.21
45775,0.33
45776,0.21
45777,0.33
45778,0.33
45779,0.21
45780,0.21
45781,1.0
45782,0.33
45783,0.33
45784,0.21
45785,0.33
45786,0.21
45787,0.33
45788,1.0
45789,0.33
45790,0.33
45791,0.21
45792,0.21
45793,0.21
45794,0.33
45795,0.21
45796,0.21
45797,0.33
45798,0.21
45799,0.33
45800,0.33
45801,0.32
45802,0.22
45803,0.32
45804,0.32
45805,0.22
45806,1.0
45807,0.22
45808,0.22
45809,0.32
45810,0.32
45811,0.22
45812,0.22
45813,0.32
45814,0.22
45815,0.22
45816,0.22
45817,0.22
45818,0.22
45819,0.22
45820,0.32
45821,0.32
45822,1.0
45823,0.32
45824,0.32
45825,1.0
45826,0.22
45827,0.32
45828,0.22
45829,0.32
45830,1.0
45831,0.32
45832,0.32
45833,0.32
45834,0.22
45835,0.22
45836,0.32
45837,0.22
45838,0.32
45839,0.32
45840,0.32
45841,0.32
45842,0.22
45843,0.22
45844,0.32
45845,0.32
45846,0.32
45847,0.32
45848,0.32
45849,0.22
45850,0.22
45851,1.0
45852,0.32
45853,0.22
45854,0.22
45855,0.32
45856,0.22
45857,0.32
45858,0.22
45859,0.32
45860,0.22
45861,0.22
45862,0.22
45863,0.32
45864,0.32
45865,0.22
45866,0.22
45867,0.32
45868,0.32
45869,0.22
45870,0.22
45871,0.22
45872,0.21
45873,0.21
45874,0.33
45875,0.33
45876,0.33
45877,0.33
45878,0.21
45879,1.0
45880,0.22
45881,0.22
45882,0.22
45883,0.33
45884,0.33
45885,0.33
45886,1.0
45887,0.22
45888,0.33
45889,0.22
45890,0.33
45891,0.21
45892,0.33
45893,0.33
45894,0.33
45895,0.33
45896,0.21
45897,0.21
45898,0.21
45899,0.33
45900,0.21
45901,1.0
45902,0.21
45903,0.33
45904,0.33
45905,0.32
45906,0.32
45907,0.22
45908,0.22
45909,0.22
45910,0.22
45911,0.22
45912,0.32
45913,0.32
45914,1.0
45915,0.22
45916,0.22
45917,0.22
45918,0.32
45919,0.32
45920,0.32
45921,0.32
45922,0.32
45923,0.22
45924,0.22
45925,0.33
45926,0.22
45927,0.33
45928,0.33
45929,0.22
45930,0.32
45931,0.32
45932,0.32
45933,0.32
45934,0.22
45935,0.21
45936,0.33
45937,0.35
45938,0.35
45939,0.35
45940,1.0
45941,0.19
45942,0.19
45943,0.19
45944,1.0
45945,0.35
45946,0.35
45947,0.2
45948,0.2
45949,0.2
45950,0.19
45951,0.19
45952,0.35
45953,0.19
45954,0.19
45955,1.0
45956,0.19
45957,0.19
45958,0.19
45959,0.35
45960,0.35
45961,0.35
45962,0.19
45963,0.19
45964,0.35
45965,0.35
45966,0.35
45967,0.35
45968,0.35
45969,0.19
45970,0.19
45971,0.35
45972,0.35
45973,0.2
45974,0.2
45975,0.35
45976,0.2
45977,0.2
45978,0.2
45979,0.35
45980,1.0
45981,0.35
45982,1.0
45983,0.35
45984,0.35
45985,0.35
45986,0.2
45987,0.35
45988,0.35
45989,0.2
45990,0.2
45991,0.2
45992,0.35
45993,0.35
45994,1.0
45995,0.2
45996,0.2
45997,0.2
45998,0.35
45999,0.35
46000,0.2
46001,0.35
46002,0.35
46003,0.35
46004,0.35
46005,0.2
46006,0.35
46007,0.35
46008,0.19
46009,0.19
46010,0.19
46011,0.35
46012,0.35
46013,0.35
46014,0.35
46015,1.0
46016,0.19
46017,0.19
46018,0.19
46019,0.35
46020,0.35
46021,0.35
46022,0.35
46023,0.35
46024,0.19
46025,0.19
46026,0.35
46027,0.35
46028,0.19
46029,0.35
46030,0.19
46031,0.19
46032,0.19
46033,0.19
46034,0.35
46035,0.19
46036,0.19
46037,0.19
46038,0.35
46039,1.0
46040,0.35
46041,0.19
46042,0.19
46043,0.19
46044,1.0
46045,0.35
46046,0.19
46047,0.35
46048,0.35
46049,0.35
46050,0.19
46051,0.19
46052,0.19
46053,0.19
46054,0.35
46055,0.35
46056,0.35
46057,0.35
46058,0.35
46059,0.35
46060,0.35
46061,0.19
46062,0.35
46063,0.19
46064,0.19
46065,0.35
46066,0.35
46067,0.35
46068,0.19
46069,0.19
46070,0.19
46071,1.0
46072,0.19
46073,0.34
46074,0.34
46075,0.34
46076,0.2
46077,0.2
46078,0.34
46079,0.2
46080,0.2
46081,1.0
46082,0.2
46083,0.34
46084,0.2
46085,0.2
46086,0.34
46087,1.0
46088,0.2
46089,1.0
46090,0.34
46091,0.34
46092,0.34
46093,0.34
46094,0.2
46095,0.34
46096,1.0
46097,0.2
46098,0.2
46099,0.34
46100,0.34
46101,0.2
46102,0.34
46103,1.0
46104,0.34
46105,0.34
46106,0.2
46107,0.2
46108,0.2
46109,0.2
46110,0.34
46111,0.2
46112,0.34
46113,0.34
46114,0.34
46115,0.34
46116,0.2
46117,0.21
46118,0.33
46119,0.33
46120,0.33
46121,0.21
46122,0.2
46123,0.34
46124,0.2
46125,0.34
46126,0.2
46127,0.2
46128,0.2
46129,0.34
46130,0.34
46131,0.34
46132,0.34
46133,1.0
46134,1.0
46135,0.2
46136,0.34
46137,0.34
46138,0.34
46139,0.2
46140,0.2
46141,0.34
46142,0.2
46143,0.2
46144,0.2
46145,0.2
46146,1.0
46147,0.2
46148,0.2
46149,0.34
46150,0.34
46151,0.2
46152,0.2
46153,0.2
46154,0.34
46155,0.34
46156,0.34
46157,0.34
46158,0.34
46159,0.2
46160,0.34
46161,0.34
46162,0.2
46163,0.34
46164,0.2
46165,0.35
46166,0.2
46167,0.2
46168,1.0
46169,0.2
46170,0.2
46171,0.34
46172,1.0
46173,0.34
46174,0.2
46175,0.2
46176,0.34
46177,1.0
46178,0.34
46179,0.34
46180,0.2
46181,0.2
46182,0.2
46183,0.2
46184,0.34
46185,0.34
46186,0.2
46187,0.2
46188,0.2
46189,0.34
46190,0.34
46191,1.0
46192,0.34
46193,0.2
46194,0.34
46195,0.34
46196,0.34
46197,0.2
46198,0.34
46199,0.34
46200,0.2
46201,0.2
46202,0.34
46203,0.2
46204,0.2
46205,0.2
46206,0.2
46207,0.34
46208,0.2
46209,0.34
46210,0.34
46211,0.2
46212,0.22
46213,0.24
46214,0.28
46215,0.28
46216,0.28
46217,0.28
46218,0.28
46219,0.24
46220,0.28
46221,0.28
46222,0.28
46223,0.28
46224,0.28
46225,0.28
46226,0.28
46227,0.28
46228,0.28
46229,0.24
46230,0.28
46231,0.24
46232,0.28
46233,0.28
46234,0.28
46235,0.28
46236,0.24
46237,0.24
46238,0.28
46239,0.28
46240,0.28
46241,0.24
46242,0.24
46243,0.28
46244,0.24
46245,0.28
46246,0.24
46247,0.28
46248,0.28
46249,0.28
46250,0.24
46251,0.28
46252,0.28
46253,0.28
46254,0.28
46255,0.28
46256,0.28
46257,0.28
46258,0.24
46259,0.24
46260,0.24
46261,0.28
46262,0.28
46263,0.24
46264,0.28
46265,0.28
46266,0.28
46267,0.24
46268,0.24
46269,0.24
46270,0.28
46271,0.28
46272,0.28
46273,0.28
46274,0.28
46275,0.28
46276,0.24
46277,0.28
46278,0.28
46279,0.24
46280,0.25
46281,0.28
46282,1.0
46283,0.25
46284,0.28
46285,0.28
46286,0.28
46287,0.28
46288,1.0
46289,0.28
46290,0.24
46291,0.28
46292,0.24
46293,0.28
46294,0.24
46295,0.28
46296,0.28
46297,0.24
46298,0.28
46299,0.28
46300,0.28
46301,0.28
46302,0.28
46303,0.24
46304,0.24
46305,0.28
46306,0.28
46307,0.28
46308,0.28
46309,0.28
46310,0.28
46311,0.28
46312,0.24
46313,0.28
46314,0.28
46315,0.24
46316,0.28
46317,0.28
46318,0.28
46319,0.24
46320,0.28
46321,0.28
46322,0.24
46323,0.28
46324,0.28
46325,0.28
46326,0.28
46327,0.28
46328,0.23
46329,0.29
46330,0.29
46331,0.29
46332,0.29
46333,0.29
46334,0.23
46335,0.23
46336,0.29
46337,0.3
46338,0.3
46339,0.3
46340,0.3
46341,0.29
46342,0.29
46343,0.23
46344,0.29
46345,0.29
46346,0.29
46347,0.23
46348,0.29
46349,0.29
46350,0.29
46351,0.23
46352,0.29
46353,0.29
46354,0.23
46355,0.23
46356,0.3
46357,0.23
46358,0.3
46359,0.3
46360,0.23
46361,0.3
46362,0.3
46363,0.3
46364,0.3
46365,0.23
46366,0.3
46367,0.3
46368,0.23
46369,1.0
46370,0.23
46371,0.3
46372,0.3
46373,0.3
46374,0.3
46375,0.23
46376,1.0
46377,0.3
46378,0.3
46379,0.3
46380,0.3
46381,0.29
46382,0.28
46383,0.28
46384,0.24
46385,0.28
46386,0.28
46387,0.28
46388,0.29
46389,0.29
46390,0.29
46391,0.29
46392,0.29
46393,0.24
46394,0.29
46395,0.28
46396,0.24
46397,0.28
46398,0.28
46399,0.28
46400,0.28
46401,0.28
46402,0.28
46403,0.28
46404,0.28
46405,0.28
46406,0.24
46407,0.24
46408,1.0
46409,0.24
46410,0.29
46411,0.28
46412,0.24
46413,0.23
46414,0.23
46415,0.29
46416,0.29
46417,0.29
46418,0.23
46419,0.29
46420,0.23
46421,0.29
46422,0.23
46423,0.29
46424,0.29
46425,0.29
46426,0.29
46427,0.29
46428,0.29
46429,0.24
46430,0.29
46431,0.29
46432,0.29
46433,0.29
46434,0.29
46435,0.24
46436,0.24
46437,0.29
46438,0.29
46439,0.29
46440,0.29
46441,0.28
46442,0.28
46443,0.28
46444,0.26
46445,0.26
46446,0.26
46447,0.26
46448,0.25
46449,0.25
46450,0.25
46451,0.26
46452,0.26
46453,0.25
46454,0.25
46455,0.26
46456,0.26
46457,0.26
46458,0.25
46459,0.26
46460,0.26
46461,0.26
46462,0.26
46463,0.26
46464,0.26
46465,0.26
46466,0.26
46467,0.26
46468,0.25
46469,0.26
46470,0.26
46471,0.26
46472,0.26
46473,0.26
46474,0.26
46475,0.26
46476,0.26
46477,0.26
46478,0.26
46479,0.26
46480,0.26
46481,0.26
46482,0.26
46483,0.26
46484,0.25
46485,0.25
46486,0.25
46487,0.26
46488,0.26
46489,0.25
46490,0.26
46491,0.26
46492,0.26
46493,0.26
46494,0.26
46495,0.26
46496,0.26
46497,1.0
46498,0.25
46499,0.25
46500,0.25
46501,0.25
46502,0.25
46503,0.25
46504,0.25
46505,0.25
46506,0.25
46507,0.25
46508,0.25
46509,0.25
46510,0.25
46511,0.25
46512,0.25
46513,0.25
46514,0.25
46515,0.25
46516,0.25
46517,0.25
46518,0.25
46519,0.25
46520,0.25
46521,0.25
46522,0.25
46523,0.25
46524,0.25
46525,0.26
46526,0.25
46527,0.25
46528,0.26
46529,0.26
46530,0.26
46531,0.26
46532,0.26
46533,0.25
46534,0.25
46535,0.25
46536,0.26
46537,0.26
46538,0.26
46539,0.26
46540,0.26
46541,0.26
46542,0.26
46543,0.26
46544,0.25
46545,0.25
46546,0.25
46547,0.25
46548,1.0
46549,0.25
46550,0.25
46551,0.25
46552,0.25
46553,0.25
46554,0.25
46555,0.25
46556,0.26
46557,0.25
46558,1.0
46559,0.25
46560,0.27
46561,0.25
46562,0.27
46563,0.25
46564,0.25
46565,0.27
46566,0.27
46567,0.27
46568,0.27
46569,0.27
46570,0.27
46571,0.27
46572,0.27
46573,0.25
46574,0.27
46575,0.27
46576,0.27
46577,0.25
46578,0.27
46579,1.0
46580,0.25
46581,0.27
46582,0.27
46583,0.25
46584,0.27
46585,0.27
46586,0.27
46587,0.27
46588,0.27
46589,0.27
46590,1.0
46591,0.28
46592,1.0
46593,0.28
46594,0.28
46595,0.28
46596,0.28
46597,0.25
46598,0.28
46599,0.25
46600,0.25
46601,0.28
46602,0.27
46603,0.25
46604,0.27
46605,0.27
46606,0.27
46607,0.25
46608,0.27
46609,0.27
46610,0.27
46611,0.27
46612,0.25
46613,0.25
46614,0.27
46615,0.25
46616,0.27
46617,0.23
46618,0.25
46619,0.27
46620,0.25
46621,0.27
46622,0.27
46623,0.27
46624,0.27
46625,0.25
46626,0.25
46627,0.25
46628,0.27
46629,0.27
46630,0.27
46631,0.27
46632,0.27
46633,0.26
46634,0.26
46635,0.25
46636,0.26
46637,0.26
46638,0.25
46639,0.27
46640,0.25
46641,0.25
46642,0.25
46643,0.27
46644,0.27
46645,0.27
46646,0.27
46647,0.27
46648,0.25
46649,0.25
46650,0.27
46651,0.27
46652,0.27
46653,0.27
46654,0.27
46655,0.25
46656,0.27
46657,0.25
46658,0.27
46659,0.27
46660,0.27
46661,0.27
46662,1.0
46663,0.27
46664,0.27
46665,0.25
46666,0.27
46667,0.27
46668,0.27
46669,0.27
46670,0.25
46671,0.27
46672,0.27
46673,0.25
46674,0.27
46675,0.27
46676,0.3
46677,0.3
46678,0.31
46679,0.31
46680,0.31
46681,0.23
46682,0.23
46683,0.23
46684,1.0
46685,0.23
46686,0.31
46687,0.23
46688,0.23
46689,0.31
46690,0.31
46691,0.23
46692,0.31
46693,0.23
46694,0.23
46695,0.23
46696,0.23
46697,0.23
46698,0.23
46699,0.31
46700,0.23
46701,0.31
46702,0.31
46703,0.31
46704,0.31
46705,0.31
46706,0.31
46707,0.31
46708,0.23
46709,0.23
46710,1.0
46711,0.23
46712,0.31
46713,0.23
46714,0.23
46715,0.31
46716,0.31
46717,0.23
46718,0.31
46719,0.31
46720,0.23
46721,0.23
46722,0.31
46723,0.31
46724,0.31
46725,0.31
46726,0.31
46727,0.23
46728,0.31
46729,1.0
46730,0.23
46731,0.23
46732,0.23
46733,0.23
46734,0.31
46735,1.0
46736,0.31
46737,0.31
46738,0.23
46739,0.31
46740,0.23
46741,0.23
46742,0.31
46743,0.31
46744,1.0
46745,0.31
46746,0.31
46747,0.23
46748,0.31
46749,1.0
46750,0.32
46751,0.32
46752,0.22
46753,0.22
46754,0.32
46755,1.0
46756,0.32
46757,0.32
46758,1.0
46759,0.22
46760,0.22
46761,0.32
46762,0.22
46763,0.32
46764,1.0
46765,0.32
46766,0.32
46767,0.22
46768,1.0
46769,0.32
46770,0.22
46771,0.32
46772,0.32
46773,1.0
46774,0.22
46775,0.22
46776,0.22
46777,0.32
46778,0.32
46779,0.22
46780,1.0
46781,0.22
46782,0.22
46783,0.22
46784,0.22
46785,0.22
46786,0.32
46787,0.22
46788,1.0
46789,0.32
46790,0.23
46791,0.32
46792,0.23
46793,0.23
46794,0.23
46795,0.23
46796,0.31
46797,0.23
46798,0.23
46799,0.23
46800,0.23
46801,1.0
46802,0.31
46803,0.31
46804,0.32
46805,0.32
46806,1.0
46807,0.32
46808,0.32
46809,0.22
46810,0.32
46811,0.32
46812,1.0
46813,1.0
46814,0.22
46815,0.32
46816,0.32
46817,0.32
46818,0.23
46819,0.22
46820,0.22
46821,0.22
46822,0.23
46823,0.3
46824,0.3
46825,0.23
46826,0.23
46827,0.3
46828,0.3
46829,0.23
46830,0.23
46831,0.3
46832,0.23
46833,0.3
46834,0.23
46835,0.23
46836,0.3
46837,0.3
46838,0.3
46839,0.3
46840,0.3
46841,0.3
46842,0.23
46843,0.23
46844,0.3
46845,0.3
46846,0.3
46847,0.3
46848,1.0
46849,0.3
46850,0.3
46851,0.3
46852,0.23
46853,0.3
46854,0.3
46855,0.23
46856,0.23
46857,0.3
46858,0.3
46859,0.3
46860,0.23
46861,0.3
46862,0.3
46863,0.3
46864,0.3
46865,0.3
46866,0.3
46867,0.3
46868,0.23
46869,0.23
46870,0.23
46871,0.3
46872,0.3
46873,0.3
46874,0.23
46875,0.3
46876,0.3
46877,0.3
46878,0.3
46879,0.3
46880,0.3
46881,0.3
46882,0.3
46883,0.23
46884,0.23
46885,0.23
46886,0.23
46887,0.23
46888,0.3
46889,0.23
46890,0.3
46891,0.23
46892,0.23
46893,0.3
46894,0.3
46895,0.23
46896,0.3
46897,0.3
46898,0.3
46899,0.23
46900,0.3
46901,0.3
46902,0.3
46903,0.3
46904,0.23
46905,0.3
46906,0.3
46907,0.3
46908,0.3
46909,0.3
46910,0.3
46911,0.3
46912,0.23
46913,0.3
46914,0.3
46915,0.23
46916,0.23
46917,0.23
46918,0.23
46919,0.31
46920,0.31
46921,0.31
46922,1.0
46923,0.23
46924,0.23
46925,0.31
46926,0.31
46927,0.31
46928,0.31
46929,0.23
46930,0.31
46931,0.31
46932,0.23
46933,0.23
46934,0.31
46935,0.23
46936,0.31
46937,0.23
46938,0.23
46939,1.0
46940,0.23
46941,0.23
46942,0.23
46943,0.31
46944,0.31
46945,0.23
46946,0.23
46947,1.0
46948,0.23
46949,0.31
46950,1.0
46951,0.31
46952,0.31
46953,0.23
46954,0.23
46955,0.23
46956,0.23
46957,0.31
46958,0.31
46959,0.23
46960,0.23
46961,0.23
46962,0.23
46963,1.0
46964,0.31
46965,0.31
46966,0.23
46967,0.31
46968,1.0
46969,0.23
46970,0.23
46971,0.31
46972,0.31
46973,0.31
46974,0.31
46975,1.0
46976,0.23
46977,0.23
46978,1.0
46979,0.31
46980,0.31
46981,0.31
46982,0.31
46983,0.23
46984,0.23
46985,1.0
46986,0.23
46987,1.0
46988,0.19
46989,0.61
46990,0.61
46991,0.61
46992,1.48
46993,0.39
46994,0.18
46995,0.61
46996,0.61
46997,0.39
46998,1.48
46999,0.61
47000,1.48
47001,0.61
47002,1.49
47003,0.39
47004,1.49
47005,0.39
47006,0.6
47007,0.39
47008,0.39
47009,0.18
47010,0.61
47011,0.39
47012,1.0
47013,0.39
47014,0.62
47015,0.62
47016,0.62
47017,0.39
47018,0.62
47019,0.62
47020,0.18
47021,0.39
47022,0.39
47023,1.48
47024,0.62
47025,1.48
47026,0.62
47027,0.62
47028,0.62
47029,0.6
47030,0.39
47031,0.39
47032,0.39
47033,1.48
47034,1.48
47035,0.18
47036,0.62
47037,0.39
47038,0.6
47039,0.6
47040,0.59
47041,1.49
47042,0.59
47043,0.59
47044,0.39
47045,1.49
47046,0.39
47047,0.59
47048,1.49
47049,0.39
47050,0.39
47051,1.49
47052,0.39
47053,0.58
47054,0.58
47055,0.39
47056,0.59
47057,0.59
47058,0.59
47059,0.39
47060,0.59
47061,0.39
47062,0.59
47063,0.39
47064,0.59
47065,0.59
47066,0.39
47067,0.6
47068,0.6
47069,0.6
47070,1.49
47071,1.49
47072,0.18
47073,0.6
47074,1.49
47075,1.49
47076,1.49
47077,0.59
47078,0.59
47079,0.59
47080,0.59
47081,0.39
47082,0.39
47083,0.39
47084,1.47
47085,0.62
47086,1.47
47087,0.4
47088,0.65
47089,1.39
47090,0.65
47091,0.18
47092,0.65
47093,1.39
47094,0.4
47095,1.39
47096,0.65
47097,1.4
47098,1.4
47099,0.4
47100,0.64
47101,0.4
47102,0.4
47103,0.4
47104,0.64
47105,0.65
47106,0.4
47107,0.65
47108,0.65
47109,1.0
47110,0.41
47111,0.18
47112,0.41
47113,0.41
47114,1.38
47115,0.41
47116,0.66
47117,0.66
47118,0.66
47119,0.41
47120,1.38
47121,1.4
47122,0.4
47123,0.65
47124,0.4
47125,0.18
47126,1.38
47127,0.41
47128,0.65
47129,1.38
47130,0.65
47131,0.66
47132,0.66
47133,0.66
47134,1.0
47135,0.62
47136,1.44
47137,0.62
47138,0.63
47139,0.4
47140,0.63
47141,0.4
47142,0.63
47143,0.63
47144,1.43
47145,0.4
47146,0.62
47147,1.0
47148,0.62
47149,0.39
47150,0.62
47151,1.44
47152,0.62
47153,0.39
47154,0.4
47155,0.4
47156,0.62
47157,1.42
47158,0.4
47159,0.64
47160,0.4
47161,0.4
47162,1.41
47163,0.4
47164,0.64
47165,0.4
47166,1.4
47167,0.64
47168,0.64
47169,0.64
47170,1.0
47171,0.4
47172,0.4
47173,1.42
47174,0.4
47175,1.41
47176,0.63
47177,0.63
47178,0.63
47179,0.63
47180,0.64
47181,0.39
47182,0.53
47183,0.39
47184,1.49
47185,0.39
47186,1.49
47187,0.53
47188,0.52
47189,0.39
47190,0.39
47191,1.0
47192,1.49
47193,1.49
47194,0.39
47195,0.52
47196,0.39
47197,0.39
47198,0.52
47199,0.52
47200,0.52
47201,0.52
47202,1.0
47203,1.0
47204,0.52
47205,0.54
47206,0.54
47207,1.49
47208,0.54
47209,1.49
47210,0.54
47211,0.54
47212,1.49
47213,0.39
47214,0.39
47215,0.54
47216,0.54
47217,1.49
47218,0.53
47219,0.53
47220,0.53
47221,1.49
47222,0.53
47223,0.53
47224,0.39
47225,0.39
47226,0.39
47227,0.39
47228,0.39
47229,1.49
47230,0.39
47231,0.51
47232,0.39
47233,0.51
47234,0.39
47235,0.51
47236,0.18
47237,0.39
47238,0.51
47239,1.49
47240,1.49
47241,0.51
47242,0.51
47243,0.18
47244,0.5
47245,0.5
47246,0.5
47247,0.51
47248,0.51
47249,0.39
47250,0.18
47251,0.52
47252,0.52
47253,1.49
47254,1.49
47255,1.49
47256,0.18
47257,0.39
47258,0.39
47259,0.52
47260,0.52
47261,0.39
47262,0.52
47263,0.51
47264,1.49
47265,0.52
47266,0.39
47267,0.52
47268,0.52
47269,0.39
47270,0.18
47271,0.39
47272,0.52
47273,0.39
47274,0.39
47275,1.49
47276,0.54
47277,0.54
47278,0.57
47279,0.57
47280,0.39
47281,1.0
47282,0.39
47283,1.0
47284,0.39
47285,1.49
47286,0.39
47287,1.49
47288,0.39
47289,0.56
47290,0.56
47291,1.49
47292,0.39
47293,0.56
47294,0.56
47295,0.56
47296,0.39
47297,0.39
47298,0.18
47299,0.56
47300,0.56
47301,1.49
47302,1.49
47303,0.58
47304,0.39
47305,0.58
47306,1.49
47307,1.49
47308,0.58
47309,1.49
47310,1.49
47311,0.58
47312,0.39
47313,0.39
47314,0.18
47315,0.57
47316,0.58
47317,0.58
47318,0.58
47319,0.58
47320,0.39
47321,0.58
47322,0.39
47323,0.39
47324,0.39
47325,1.49
47326,0.39
47327,0.55
47328,0.39
47329,1.49
47330,0.39
47331,0.18
47332,1.49
47333,0.39
47334,0.55
47335,1.49
47336,0.55
47337,0.55
47338,0.55
47339,1.49
47340,0.39
47341,0.54
47342,0.39
47343,0.39
47344,0.54
47345,0.39
47346,1.49
47347,1.49
47348,0.56
47349,1.49
47350,0.18
47351,1.49
47352,0.39
47353,0.56
47354,0.39
47355,1.0
47356,0.55
47357,0.55
47358,1.49
47359,0.55
47360,0.55
47361,0.18
47362,0.55
47363,0.39
47364,0.39
47365,0.56
47366,0.56
47367,0.56
47368,0.39
47369,1.38
47370,1.0
47371,0.42
47372,0.42
47373,0.18
47374,0.84
47375,0.42
47376,0.42
47377,1.33
47378,0.42
47379,0.84
47380,0.84
47381,0.84
47382,0.84
47383,0.84
47384,0.42
47385,1.33
47386,0.42
47387,0.42
47388,0.18
47389,1.33
47390,1.33
47391,0.83
47392,0.83
47393,0.83
47394,0.84
47395,1.33
47396,1.0
47397,0.86
47398,0.42
47399,1.33
47400,1.33
47401,0.86
47402,0.86
47403,0.87
47404,0.42
47405,0.85
47406,0.85
47407,0.42
47408,1.33
47409,1.33
47410,0.84
47411,0.42
47412,0.85
47413,1.33
47414,0.42
47415,0.42
47416,0.79
47417,0.42
47418,0.42
47419,0.79
47420,0.42
47421,0.79
47422,0.8
47423,0.42
47424,0.8
47425,1.33
47426,1.33
47427,0.42
47428,0.18
47429,0.42
47430,0.42
47431,0.77
47432,0.77
47433,1.33
47434,1.33
47435,0.77
47436,0.77
47437,0.78
47438,0.18
47439,0.81
47440,0.81
47441,0.82
47442,0.82
47443,0.42
47444,0.83
47445,1.0
47446,1.33
47447,1.33
47448,0.42
47449,0.42
47450,1.0
47451,1.33
47452,0.18
47453,1.33
47454,0.81
47455,0.81
47456,0.42
47457,0.81
47458,1.0
47459,0.42
47460,0.81
47461,0.81
47462,1.33
47463,0.42
47464,0.42
47465,0.42
47466,0.43
47467,0.43
47468,0.43
47469,1.3
47470,0.17
47471,0.43
47472,0.17
47473,0.43
47474,1.3
47475,0.43
47476,1.3
47477,0.43
47478,0.43
47479,1.3
47480,0.43
47481,0.17
47482,0.43
47483,1.0
47484,0.43
47485,1.29
47486,1.29
47487,0.43
47488,0.17
47489,1.3
47490,1.3
47491,1.0
47492,1.29
47493,1.29
47494,0.17
47495,0.43
47496,1.0
47497,0.17
47498,0.43
47499,0.43
47500,0.42
47501,0.88
47502,0.88
47503,0.42
47504,0.42
47505,0.88
47506,0.42
47507,0.42
47508,1.0
47509,1.32
47510,0.88
47511,0.9
47512,0.88
47513,0.91
47514,0.87
47515,0.87
47516,0.42
47517,0.42
47518,1.33
47519,0.42
47520,1.32
47521,0.88
47522,0.88
47523,1.33
47524,0.91
47525,0.43
47526,1.0
47527,0.18
47528,1.31
47529,1.31
47530,0.43
47531,1.32
47532,1.32
47533,1.31
47534,0.93
47535,1.31
47536,0.18
47537,0.42
47538,0.18
47539,0.43
47540,0.43
47541,1.33
47542,0.77
47543,0.41
47544,0.69
47545,0.69
47546,0.69
47547,1.35
47548,1.35
47549,0.69
47550,0.7
47551,0.7
47552,0.69
47553,0.41
47554,0.69
47555,1.35
47556,1.35
47557,0.69
47558,0.69
47559,0.69
47560,0.41
47561,0.69
47562,1.0
47563,0.41
47564,1.0
47565,0.41
47566,0.69
47567,1.35
47568,0.41
47569,0.7
47570,0.71
47571,0.41
47572,1.35
47573,0.18
47574,0.41
47575,0.41
47576,0.41
47577,0.71
47578,0.71
47579,0.71
47580,0.7
47581,0.41
47582,1.35
47583,0.7
47584,0.41
47585,1.35
47586,0.41
47587,0.41
47588,0.7
47589,0.7
47590,1.0
47591,0.66
47592,0.67
47593,0.67
47594,0.67
47595,0.18
47596,0.67
47597,0.67
47598,1.37
47599,1.37
47600,0.67
47601,0.41
47602,1.0
47603,0.66
47604,1.38
47605,0.66
47606,0.66
47607,1.38
47608,0.41
47609,0.41
47610,0.41
47611,0.18
47612,0.41
47613,1.35
47614,0.41
47615,0.41
47616,0.68
47617,0.41
47618,0.41
47619,1.37
47620,0.41
47621,0.41
47622,0.69
47623,1.36
47624,0.41
47625,1.35
47626,0.68
47627,1.37
47628,1.37
47629,0.41
47630,1.0
47631,1.37
47632,0.41
47633,1.0
47634,0.41
47635,0.67
47636,0.67
47637,0.68
47638,0.68
47639,0.68
47640,0.39
47641,0.41
47642,0.42
47643,0.74
47644,0.42
47645,0.42
47646,0.74
47647,0.42
47648,1.33
47649,1.33
47650,0.42
47651,0.73
47652,0.73
47653,0.42
47654,1.34
47655,0.74
47656,1.33
47657,0.74
47658,0.74
47659,0.74
47660,0.74
47661,0.42
47662,0.76
47663,0.77
47664,0.77
47665,1.33
47666,0.42
47667,1.0
47668,0.42
47669,0.42
47670,1.34
47671,0.42
47672,0.74
47673,0.75
47674,1.33
47675,0.75
47676,1.33
47677,0.75
47678,0.75
47679,0.76
47680,0.76
47681,0.42
47682,1.0
47683,0.42
47684,1.33
47685,0.76
47686,1.34
47687,0.41
47688,0.41
47689,0.18
47690,0.72
47691,0.41
47692,1.0
47693,0.72
47694,1.35
47695,1.35
47696,0.72
47697,0.72
47698,0.72
47699,0.41
47700,0.71
47701,0.71
47702,1.35
47703,0.18
47704,1.35
47705,0.71
47706,0.72
47707,0.72
47708,0.72
47709,0.72
47710,0.41
47711,1.35
47712,0.18
47713,0.73
47714,0.41
47715,1.35
47716,0.41
47717,0.73
47718,0.73
47719,0.73
47720,0.41
47721,0.41
47722,1.35
47723,0.41
47724,1.35
47725,1.0
47726,0.41
47727,0.18
47728,0.41
47729,0.72
47730,0.73
47731,0.73
47732,0.73
47733,1.35
47734,0.73
47735,0.41
