category,word,score,Compound,Subjectivity,Stanza,Flair
fear,heighten,1.0,0.0,0.0,1.0,POSITIVE
fear,scantron,1.61548136894272,0.0,0.0,1.0,NEGATIVE
fear,marky,1.61548136894272,0.0,0.0,1.0,POSITIVE
fear,missiles,1.61548136894272,0.0,0.0,1.0,POSITIVE
fear,scariest,1.61548136894272,0.0,0.0,1.0,POSITIVE
fear,quivering,0.6409999999999999,0.0,0.0,1.0,POSITIVE
fear,isolated,0.6409999999999999,-0.3182,0.0,1.0,NEGATIVE
fear,fugitive,1.0,0.0,0.0,1.0,NEGATIVE
fear,regionals,1.61548136894272,0.0,0.0,1.0,POSITIVE
fear,civilians,1.61548136894272,0.0,0.0,1.0,NEGATIVE
fear,abortion,0.6409999999999999,0.0,0.0,1.0,NEGATIVE
fear,antichrist,0.6409999999999999,0.0,0.0,0.0,NEGATIVE
fear,toomanypeople,1.61548136894272,0.0,0.0,1.0,POSITIVE
fear,deteriorate,0.6409999999999999,0.0,0.0,1.0,NEGATIVE
fear,phew,1.6265312051293002,0.0,0.0,1.0,NEGATIVE
fear,uneasy,1.64446890581597,-0.3818,0.0,0.0,NEGATIVE
fear,conflict,0.6409999999999999,-0.3182,0.0,1.0,NEGATIVE
fear,bestial,0.639,0.0,0.0,0.0,POSITIVE
fear,petrified,1.64179867726009,-0.5423,0.0,0.0,NEGATIVE
fear,despair,0.6409999999999999,-0.3182,0.0,0.0,NEGATIVE
fear,terrorism,1.64179867726009,-0.6808,0.0,0.0,NEGATIVE
fear,banshee,0.6409999999999999,0.0,0.0,1.0,NEGATIVE
fear,cantbreathe,0.6409999999999999,0.0,0.0,1.0,POSITIVE
fear,fearing,1.6382960467088898,-0.5719,0.0,1.0,NEGATIVE
fear,gunmen,1.6334998744454,0.0,0.0,1.0,NEGATIVE
fear,toomuchtodo,1.6334998744454,0.0,0.0,1.0,NEGATIVE
fear,symptom,1.6334998744454,0.0,0.0,0.0,NEGATIVE
fear,haunt,0.6409999999999999,-0.4019,0.0,1.0,NEGATIVE
fear,palestine,1.62918021330088,0.0,0.0,1.0,NEGATIVE
fear,raptors,0.6409999999999999,0.0,0.0,1.0,POSITIVE
fear,demented,0.6409999999999999,0.0,0.0,0.0,NEGATIVE
fear,palpitations,1.6265312051293002,0.0,0.0,1.0,POSITIVE
fear,spillin,1.8184222129394099,0.0,0.0,1.0,NEGATIVE
fear,sufferer,0.609,-0.4588,0.0,1.0,NEGATIVE
fear,scourge,0.609,0.0,0.0,1.0,NEGATIVE
fear,infliction,0.578,0.0,0.0,0.0,NEGATIVE
fear,claustrophobia,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,qassam,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,hezbollah,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,hamas,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,worry,0.578,-0.4404,0.0,1.0,NEGATIVE
fear,quarantine,0.578,0.0,0.0,0.0,NEGATIVE
fear,tumultuous,0.578,0.0,0.0,1.0,NEGATIVE
fear,feared,1.95195360556393,-0.4939,0.0,1.0,NEGATIVE
fear,clashing,0.578,0.0,0.0,1.0,NEGATIVE
fear,confined,0.578,0.0,0.0,0.0,NEGATIVE
fear,coward,0.578,-0.4588,0.0,1.0,NEGATIVE
fear,taliban,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,dfw,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,dire,0.578,-0.4588,0.0,1.0,NEGATIVE
fear,terrifies,1.95195360556393,-0.5574,0.0,1.0,POSITIVE
fear,backtrack,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,cryotek,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,rushing,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,grizzly,0.578,0.0,0.0,1.0,NEGATIVE
fear,hazardous,1.0,0.0,0.9,0.0,NEGATIVE
fear,eatingdisorders,0.578,0.0,0.0,1.0,POSITIVE
fear,shudder,0.578,0.0,0.0,1.0,NEGATIVE
fear,apprehensive,0.578,0.0,0.0,1.0,NEGATIVE
fear,shy,1.95195360556393,-0.25,0.5,1.0,NEGATIVE
fear,apprehensive,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,mosul,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,fearful,1.95195360556393,-0.4939,1.0,0.0,NEGATIVE
fear,haze,1.0,0.0,0.0,1.0,NEGATIVE
fear,parasite,0.578,0.0,0.0,1.0,NEGATIVE
fear,ashdod,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,loss,0.578,-0.3182,0.0,0.0,NEGATIVE
fear,socialanxiety,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,rationality,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,israelunderfire,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,ihatespiders,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,bombing,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,spank,0.5870000000000001,0.0,0.0,1.0,NEGATIVE
fear,tweatyourfear,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,agoraphobia,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,lava,0.588,0.0,0.0,1.0,NEGATIVE
fear,bigday,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,elimination,0.588,0.0,0.0,1.0,NEGATIVE
fear,waitinggame,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,biggestfear,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,wounded,0.5920000000000001,0.0,0.0,0.0,NEGATIVE
fear,idf,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,sepsis,0.594,0.0,0.0,0.0,NEGATIVE
fear,kirkuk,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,anxiety,0.594,-0.1779,0.0,0.0,NEGATIVE
fear,isaf,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,hostilities,0.586,-0.4767,0.0,1.0,NEGATIVE
fear,hateful,0.578,-0.4939,0.0,0.0,NEGATIVE
fear,evacuate,0.578,0.0,0.0,0.0,NEGATIVE
fear,pharmacy,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,pij,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,conquer,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,sharia,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,cringe,0.578,0.0,0.0,1.0,NEGATIVE
fear,punch,0.58,0.0,0.0,1.0,NEGATIVE
fear,entangled,1.0,0.0,0.0,1.0,POSITIVE
fear,comefaster,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,snowmageddon,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,blockade,0.5820000000000001,0.0,0.0,1.0,NEGATIVE
fear,checkpoint,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,freakout,1.95195360556393,-0.4215,0.0,1.0,NEGATIVE
fear,dismal,0.584,-0.6124,0.0,0.0,NEGATIVE
fear,ativan,1.95195360556393,0.0,0.0,0.0,POSITIVE
fear,coldsweat,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,cowardice,0.5670000000000001,0.0,0.0,0.0,NEGATIVE
fear,dominion,1.0,0.0,0.0,1.0,POSITIVE
fear,forced,0.569,-0.4588,0.2,0.0,NEGATIVE
fear,wound,0.5710000000000001,0.0,0.0,1.0,NEGATIVE
fear,incest,0.5710000000000001,0.0,0.0,1.0,NEGATIVE
fear,pillage,0.574,0.0,0.0,1.0,NEGATIVE
fear,toxin,0.575,0.0,0.0,1.0,NEGATIVE
fear,domination,1.0,-0.0516,0.0,1.0,POSITIVE
fear,unholy,0.575,0.0,0.0,0.0,NEGATIVE
fear,comatose,0.575,0.0,0.0,0.0,NEGATIVE
fear,haunt,1.0,-0.4019,0.0,1.0,NEGATIVE
fear,perdition,0.5770000000000001,0.0,0.0,1.0,POSITIVE
fear,scold,1.0,-0.4019,0.0,1.0,NEGATIVE
fear,crypt,0.5660000000000001,0.0,0.0,0.0,POSITIVE
fear,haunted,1.0,-0.4767,0.0,1.0,NEGATIVE
fear,domination,0.5660000000000001,-0.0516,0.0,1.0,POSITIVE
fear,grave,0.562,-0.3818,0.0,0.0,NEGATIVE
fear,evasion,0.562,0.0,0.0,1.0,NEGATIVE
fear,duel,0.562,0.0,0.0,1.0,NEGATIVE
fear,hatred,1.0,-0.6369,0.0,0.0,NEGATIVE
fear,prisoner,0.562,-0.5423,0.0,0.0,NEGATIVE
fear,masks,0.562,0.0,0.0,1.0,NEGATIVE
fear,afflict,0.562,0.0,0.0,1.0,NEGATIVE
fear,incrimination,0.562,0.0,0.0,0.0,NEGATIVE
fear,powerless,0.562,-0.4939,0.9,0.0,NEGATIVE
fear,smuggle,0.565,-0.3818,0.0,1.0,NEGATIVE
fear,witch,0.565,-0.3612,0.0,1.0,NEGATIVE
fear,mob,0.5770000000000001,0.0,0.0,1.0,NEGATIVE
fear,forbidding,0.578,-0.4404,0.0,1.0,NEGATIVE
fear,deprivation,0.578,-0.4215,0.0,0.0,NEGATIVE
fear,abyss,0.578,0.0,0.0,0.0,NEGATIVE
fear,hawk,1.0,0.0,0.0,1.0,POSITIVE
fear,westbank,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,angina,0.578,0.0,0.0,0.0,NEGATIVE
fear,demoralized,0.578,-0.3818,0.0,0.0,NEGATIVE
fear,apprehension,1.95195360556393,-0.4767,0.0,1.0,NEGATIVE
fear,su mh,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,desecration,0.578,0.0,0.0,1.0,NEGATIVE
fear,aaaaaaah,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,ied,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,sostressed,0.578,0.0,0.0,1.0,NEGATIVE
fear,haunted,0.578,-0.4767,0.0,1.0,NEGATIVE
fear,hazard,1.0,0.0,0.0,1.0,NEGATIVE
fear,dispossessed,0.578,0.0,0.1,1.0,NEGATIVE
fear,assail,0.578,0.0,0.0,1.0,NEGATIVE
fear,curse,0.578,-0.5423,0.0,0.0,NEGATIVE
fear,dominate,1.0,-0.128,0.0,1.0,POSITIVE
fear,jeopardy,0.578,-0.4767,0.0,1.0,NEGATIVE
fear,shady,0.578,0.0,0.625,0.0,NEGATIVE
fear,enslaved,1.0,-0.4019,0.0,1.0,NEGATIVE
fear,fury,1.0,-0.5719,0.0,1.0,NEGATIVE
fear,pained,0.578,-0.4215,0.0,0.0,NEGATIVE
fear,stealing,0.578,-0.5719,0.0,1.0,NEGATIVE
fear,failure,0.578,-0.5106,0.3,0.0,NEGATIVE
fear,havoc,1.0,-0.5994,0.0,0.0,NEGATIVE
fear,jail,0.578,0.0,0.0,1.0,NEGATIVE
fear,dominant,1.0,0.0,0.0,2.0,POSITIVE
fear,volatility,0.578,0.0,0.0,1.0,NEGATIVE
fear,bacteria,0.578,0.0,0.0,1.0,NEGATIVE
fear,surgery,0.578,0.0,0.0,1.0,NEGATIVE
fear,eatingdisorders,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,baghdad,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,panic,1.8486246724683701,-0.5106,0.0,0.0,NEGATIVE
fear,jihad,1.8465930899061103,0.0,0.0,1.0,NEGATIVE
fear,dontpanic,1.8465930899061103,0.0,0.0,1.0,NEGATIVE
fear,firearms,0.6,0.0,0.0,1.0,POSITIVE
fear,hyperventilating,1.8465930899061103,0.0,0.0,1.0,NEGATIVE
fear,frantically,1.84072797045371,-0.34,0.0,1.0,NEGATIVE
fear,hearing,1.0,0.0,0.0,1.0,POSITIVE
fear,wounding,1.83417056990755,0.0,0.0,1.0,NEGATIVE
fear,nerves,0.6,-0.1027,0.0,1.0,POSITIVE
fear,raid,0.6,0.0,0.0,0.0,NEGATIVE
fear,threat,0.604,-0.5267,0.0,1.0,NEGATIVE
fear,mali,1.83417056990755,0.0,0.0,1.0,NEGATIVE
fear,recurring,1.83417056990755,0.0,0.0,1.0,NEGATIVE
fear,witherspoon,1.83417056990755,0.0,0.0,1.0,POSITIVE
fear,separation,1.8535135327506798,0.0,0.0,1.0,POSITIVE
fear,shackle,0.609,0.0,0.0,1.0,NEGATIVE
fear,seperation,1.8566434257596103,0.0,0.0,1.0,NEGATIVE
fear,villain,0.595,-0.5574,0.0,0.0,NEGATIVE
fear,deceit,0.594,-0.4588,0.0,0.0,NEGATIVE
fear,nervouswreck,1.8649422285743,0.0,0.0,1.0,NEGATIVE
fear,gad,1.8649422285743,0.0,0.0,1.0,NEGATIVE
fear,casket,0.594,0.0,0.0,1.0,NEGATIVE
fear,valium,1.8649422285743,0.0,0.0,1.0,NEGATIVE
fear,drake,1.8634002082224899,0.0,0.0,1.0,POSITIVE
fear,masochism,0.594,-0.3818,0.0,0.0,NEGATIVE
fear,fbi,1.86234144687424,0.0,0.0,1.0,NEGATIVE
fear,prayforme,1.8566434257596103,0.0,0.0,1.0,NEGATIVE
fear,tribulation,0.594,0.0,0.0,1.0,NEGATIVE
fear,torrent,0.594,0.0,0.0,1.0,POSITIVE
fear,iraqi,1.8566434257596103,0.0,0.0,1.0,NEGATIVE
fear,eviction,0.596,-0.4588,0.0,0.0,POSITIVE
fear,iran,1.8719108978904,0.0,0.0,1.0,POSITIVE
fear,terrorist,1.83417056990755,-0.6908,0.0,0.0,NEGATIVE
fear,prosecute,0.609,-0.4019,0.0,1.0,NEGATIVE
fear,ceasefire,1.8184222129394099,0.0,0.0,1.0,NEGATIVE
fear,everyman,1.8184222129394099,0.0,0.0,1.0,POSITIVE
fear,injuring,0.609,0.0,0.0,1.0,NEGATIVE
fear,harlequin,1.8184222129394099,0.0,0.0,1.0,POSITIVE
fear,beating,0.609,-0.4588,0.0,1.0,POSITIVE
fear,cramming,1.8184222129394099,0.0,0.0,1.0,NEGATIVE
fear,hyperventilate,1.8184222129394099,0.0,0.0,1.0,NEGATIVE
fear,ied,1.8184222129394099,0.0,0.0,1.0,NEGATIVE
fear,danger,1.8184222129394099,-0.5267,0.0,1.0,NEGATIVE
fear,insurmountable,0.609,0.0,0.0,0.0,NEGATIVE
fear,deplorable,0.609,0.0,0.9,0.0,NEGATIVE
fear,anxietyattack,1.8184222129394099,0.0,0.0,1.0,NEGATIVE
fear,oppressor,0.609,0.0,0.0,1.0,POSITIVE
fear,nervous,1.8230914821230901,-0.2732,0.0,0.0,POSITIVE
fear,stressin,1.83417056990755,0.0,0.0,1.0,NEGATIVE
fear,butcher,0.609,0.0,0.0,1.0,NEGATIVE
fear,paralysis,1.83417056990755,0.0,0.0,0.0,NEGATIVE
fear,muslim,1.83417056990755,0.0,0.0,1.0,NEGATIVE
fear,disintegrate,0.609,0.0,0.0,1.0,NEGATIVE
fear,merciless,0.609,0.0,1.0,1.0,NEGATIVE
fear,hearse,1.0,0.0,0.0,1.0,NEGATIVE
fear,uksnow,1.83417056990755,0.0,0.0,1.0,POSITIVE
fear,caricature,1.83417056990755,0.0,0.0,2.0,NEGATIVE
fear,illness,0.609,-0.4019,0.0,0.0,NEGATIVE
fear,despotism,0.609,0.0,0.0,0.0,NEGATIVE
fear,crisis,1.82679046260993,-0.6249,0.0,1.0,NEGATIVE
fear,oblivion,0.609,0.0,0.0,1.0,NEGATIVE
fear,phobia,1.82679046260993,-0.3818,0.0,1.0,NEGATIVE
fear,heartattack,1.82679046260993,0.0,0.0,1.0,POSITIVE
fear,rush,1.82412023405405,0.0,0.0,1.0,NEGATIVE
fear,dagger,0.609,0.0,0.0,1.0,POSITIVE
fear,conflagration,0.609,0.0,0.0,1.0,NEGATIVE
fear,mayhem,1.8719108978904,0.0,0.0,1.0,NEGATIVE
fear,possessed,0.594,0.0,0.0,1.0,POSITIVE
fear,hamascelebrates,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,cardiomyopathy,0.594,0.0,0.0,1.0,NEGATIVE
fear,shelling,0.594,0.0,0.0,1.0,NEGATIVE
fear,hypertrophy,0.594,0.0,0.0,1.0,NEGATIVE
fear,paranoia,0.594,-0.25,0.0,0.0,NEGATIVE
fear,suicidebombing,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,panicking,1.95195360556393,-0.4404,0.0,0.0,NEGATIVE
fear,fearing,1.95195360556393,-0.5719,0.0,1.0,NEGATIVE
fear,dragon,0.594,0.0,0.0,2.0,POSITIVE
fear,hysteria,1.95195360556393,-0.4404,0.0,0.0,NEGATIVE
fear,ianbrown,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,fraught,0.594,0.0,0.0,1.0,NEGATIVE
fear,ashdod,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,stoptherockets,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,restrained,0.594,0.0,0.0,1.0,NEGATIVE
fear,warcrimes,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,claustrophobic,1.95195360556393,0.0,0.75,0.0,NEGATIVE
fear,emetophobia,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,foe,0.594,-0.4404,0.0,1.0,NEGATIVE
fear,bearhelp,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,tremor,0.594,0.0,0.0,1.0,NEGATIVE
fear,terrible,0.594,-0.4767,1.0,0.0,NEGATIVE
fear,pounding,0.594,0.0,0.0,1.0,POSITIVE
fear,jerusalem,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,depresson,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,alreadyyyyy,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,goblin,0.594,0.0,0.0,1.0,NEGATIVE
fear,publicspeaking,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,pain,0.594,-0.5106,0.0,1.0,NEGATIVE
fear,arabs,1.95195360556393,0.0,0.0,1.0,NEGATIVE
fear,thesmiths,1.95195360556393,0.0,0.0,1.0,POSITIVE
fear,infidel,0.594,0.0,0.0,1.0,NEGATIVE
fear,villainous,0.594,-0.4588,0.0,0.0,NEGATIVE
fear,panic,1.9505618168911103,-0.5106,0.0,0.0,NEGATIVE
fear,panicattack,1.9075018429930999,0.0,0.0,1.0,NEGATIVE
fear,panicking,1.89368469743996,-0.4404,0.0,1.0,NEGATIVE
fear,panicattacks,1.8913289837474998,0.0,0.0,1.0,NEGATIVE
fear,cbt,1.8913289837474998,0.0,0.0,1.0,POSITIVE
fear,haze,0.594,0.0,0.0,1.0,NEGATIVE
fear,omen,0.594,0.0,0.0,1.0,NEGATIVE
fear,psychological,1.8913289837474998,0.0,0.1,2.0,POSITIVE
fear,drizzy,1.88296073407698,0.0,0.0,1.0,NEGATIVE
fear,claustrophobic,1.87784563341021,0.0,0.75,0.0,NEGATIVE
fear,militants,1.87784563341021,0.0,0.0,1.0,NEGATIVE
fear,belligerent,0.594,0.0,0.0,1.0,NEGATIVE
fear,accursed,0.594,0.0,0.0,1.0,POSITIVE
fear,fearful,1.87784563341021,-0.4939,1.0,0.0,NEGATIVE
fear,iraq,1.87399206409422,0.0,0.0,0.0,NEGATIVE
fear,anxious,1.95141946507229,-0.25,1.0,1.0,NEGATIVE
fear,flee,0.594,0.0,0.0,0.0,NEGATIVE
fear,lightning,0.594,0.0,0.0,1.0,POSITIVE
fear,convict,0.594,0.0,0.0,1.0,NEGATIVE
fear,anxiety,1.94944545275672,-0.1779,0.0,0.0,NEGATIVE
fear,terror,1.94541763458415,-0.5267,0.0,0.0,NEGATIVE
fear,fear,1.9437231064274199,-0.4939,0.0,1.0,NEGATIVE
fear,hamas,1.94078030496581,0.0,0.0,1.0,NEGATIVE
fear,sickness,0.594,0.0,0.0,0.0,NEGATIVE
fear,ominous,0.594,-0.34,0.0,1.0,NEGATIVE
fear,xanax,1.92020490724935,0.0,0.0,1.0,POSITIVE
fear,doom,1.91686228575266,-0.4019,0.0,1.0,NEGATIVE
fear,wahlberg,1.91273289241065,0.0,0.0,1.0,POSITIVE
fear,israeli,1.9075018429930999,0.0,0.0,1.0,POSITIVE
fear,euthanasia,0.594,0.0,0.0,1.0,NEGATIVE
fear,rot,0.594,0.0,0.0,0.0,NEGATIVE
fear,burglar,0.594,0.0,0.0,1.0,NEGATIVE
fear,scares,1.54648849745577,-0.34,0.0,1.0,NEGATIVE
fear,tribunal,0.43799999999999994,0.0,0.0,1.0,NEGATIVE
fear,bee,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,finalized,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,psychiatrist,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,rekindle,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,aaaah,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,gladiator,1.0,0.0,0.0,1.0,POSITIVE
fear,chicken,0.23399999999999999,0.0,0.95,1.0,NEGATIVE
fear,buzz,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,pinion,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,insomniac,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,sleepless,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,overslept,0.226,0.0,0.0,1.0,NEGATIVE
fear,default,0.226,0.0,0.0,1.0,NEGATIVE
fear,rushing,0.233,0.0,0.0,1.0,POSITIVE
fear,embarrassment,1.0,-0.4404,0.0,1.0,NEGATIVE
fear,scaffold,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,intercede,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,verge,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,thatmoment,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,difficulty,0.23399999999999999,-0.34,0.0,1.0,NEGATIVE
fear,discontent,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,instinctive,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,inequality,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,buck,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,dependence,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,guard,0.25,0.0,0.0,1.0,POSITIVE
fear,obliging,0.25,0.0,0.0,1.0,POSITIVE
fear,cataract,0.25,0.0,0.0,1.0,NEGATIVE
fear,unfamiliar,0.25,0.0,0.0,1.0,NEGATIVE
fear,insect,0.25,0.0,0.0,1.0,NEGATIVE
fear,doubt,0.25,-0.3612,0.0,1.0,NEGATIVE
fear,impatiently,0.25,-0.4019,0.9,1.0,NEGATIVE
fear,swampy,0.25,0.0,0.0,1.0,NEGATIVE
fear,jobinterview,0.25,0.0,0.0,1.0,POSITIVE
fear,react,0.25,0.0,0.0,1.0,POSITIVE
fear,shelters,0.23399999999999999,0.0,0.0,1.0,POSITIVE
fear,overdrive,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,shrink,0.23399999999999999,0.0,0.0,1.0,NEGATIVE
fear,highest,0.23600000000000002,0.0,0.0,1.0,POSITIVE
fear,grounded,0.242,0.0,0.0,2.0,POSITIVE
fear,badhabit,0.242,0.0,0.0,1.0,NEGATIVE
fear,defend,0.25,0.0,0.0,1.0,POSITIVE
fear,standstill,0.25,0.0,0.0,1.0,NEGATIVE
fear,rascal,0.25,0.0,0.0,1.0,NEGATIVE
fear,confessional,0.225,0.0,0.0,1.0,NEGATIVE
fear,restless,0.204,-0.2732,0.0,1.0,NEGATIVE
fear,clowns,0.207,0.0,0.0,1.0,NEGATIVE
fear,tryouts,0.21,0.0,0.0,1.0,POSITIVE
fear,toomuchtodo,0.212,0.0,0.0,1.0,NEGATIVE
fear,somuchtodo,0.212,0.0,0.0,1.0,POSITIVE
fear,wishmeluck,0.212,0.0,0.0,1.0,POSITIVE
fear,hyped,0.214,0.0,0.0,1.0,NEGATIVE
fear,shock,1.0,-0.3818,0.0,1.0,NEGATIVE
fear,alertness,0.21600000000000003,0.0,0.0,1.0,POSITIVE
fear,fluctuation,0.204,0.0,0.0,0.0,NEGATIVE
fear,examination,0.204,0.0,0.0,1.0,POSITIVE
fear,uphill,0.203,0.0,0.0,1.0,POSITIVE
fear,shooting,1.0,0.0,0.0,0.0,NEGATIVE
fear,hurry,0.203,0.0,0.0,1.0,NEGATIVE
fear,quail,0.203,0.0,0.0,1.0,POSITIVE
fear,shooter,1.0,0.0,0.0,1.0,POSITIVE
fear,recesses,0.203,0.0,0.0,1.0,NEGATIVE
fear,acceptances,0.203,0.4019,0.0,1.0,POSITIVE
fear,mighty,0.203,0.0,0.9,1.0,POSITIVE
fear,shoot,1.0,-0.34,0.0,1.0,POSITIVE
fear,help,0.203,0.4019,0.0,1.0,POSITIVE
fear,birth,0.203,0.0,0.0,1.0,POSITIVE
fear,phew,0.203,0.0,0.0,1.0,NEGATIVE
fear,prognosis,0.217,0.0,0.0,1.0,POSITIVE
fear,immigrant,0.21899999999999997,0.0,0.0,1.0,POSITIVE
fear,aga,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,lastminute,0.21899999999999997,0.0,0.0,1.0,POSITIVE
fear,unequal,0.21899999999999997,-0.34,0.0,1.0,NEGATIVE
fear,glare,1.0,0.0,0.0,1.0,NEGATIVE
fear,fingerscrossed,0.21899999999999997,0.0,0.0,1.0,POSITIVE
fear,heft,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,edict,1.0,0.0,0.0,1.0,NEGATIVE
fear,shipwreck,1.0,0.0,0.0,1.0,NEGATIVE
fear,blues,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,veer,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,cane,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,impatient,0.22399999999999998,-0.296,0.9,0.0,NEGATIVE
fear,overtired,0.218,0.0,0.0,0.0,NEGATIVE
fear,bait,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,thrill,0.21899999999999997,0.3612,0.0,2.0,POSITIVE
fear,tactics,0.21899999999999997,0.0,0.0,1.0,POSITIVE
fear,revelations,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,jungle,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,shiver,1.0,0.0,0.0,1.0,POSITIVE
fear,stingy,0.21899999999999997,-0.3818,0.0,0.0,NEGATIVE
fear,sweat,0.21899999999999997,0.0,0.0,1.0,POSITIVE
fear,whatif,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,waver,0.21899999999999997,0.0,0.0,1.0,NEGATIVE
fear,cross,0.203,0.0,0.0,1.0,POSITIVE
fear,wan,0.281,0.0,0.15000000000000002,1.0,NEGATIVE
fear,apache,0.281,0.0,0.0,1.0,NEGATIVE
fear,cartridge,0.281,0.0,0.0,1.0,POSITIVE
fear,flying,0.281,0.0,0.0,1.0,POSITIVE
fear,challenge,0.281,0.0772,0.0,1.0,NEGATIVE
fear,earthquake,1.0,0.0,0.0,1.0,NEGATIVE
fear,submitting,0.281,0.0,0.0,1.0,POSITIVE
fear,bigoted,0.281,0.0,0.0,0.0,NEGATIVE
fear,notready,0.281,0.0,0.0,1.0,POSITIVE
fear,fortress,0.281,0.0,0.0,1.0,POSITIVE
fear,confusion,0.281,-0.296,0.0,1.0,NEGATIVE
fear,mistaken,0.281,-0.3612,0.0,1.0,NEGATIVE
fear,intense,0.27899999999999997,0.0772,1.0,2.0,POSITIVE
fear,blemish,0.266,0.0,0.0,1.0,NEGATIVE
fear,acrobat,0.266,0.0,0.0,1.0,POSITIVE
fear,auditions,0.266,0.0,0.0,1.0,POSITIVE
fear,unbridled,0.271,0.0,0.0,1.0,NEGATIVE
fear,displeased,0.273,-0.4404,0.0,0.0,NEGATIVE
